,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,InformedConsent,Prolific,Overall_knowledge,importance_role,industry_regulations,guidelines,awareness,measures,measures_11_TEXT,report_issue,frequency_informed,review_policies,concern,Confidence,confident_prevent,knowledge,maintain_tools,rank_tools_1,rank_tools_2,rank_tools_3,rank_tools_4,rank_tools_5,antivirus_scans,Considerations,AI_in_cybersecurity,AI usage,ai_accuracy,Bias_security,wrong_identification,Worst_Outcome,Trust in AI,Review_frequency,location_policies,Consequences,Effectiveness,rank_steps_1,rank_steps_2,rank_steps_3,rank_steps_4,rank_steps_5,specialist,it_specialist_increase,it_specialist_solve,improvement_cybersecurity,training,follow_training,frequency_training,relevancy,Knowledge_increase_after_training,implementation,increase_in_effectiveness,familiarity_with_phishing,password_update_frequency,public_networks,Lock_screen,Sensitive_information_on_local,Same_password_multiple_systems,pop_up_frequency,download_unrelated,received_emails_with_link,CIRP_available,dedicated_department_cyberthreat,tests_within_company,notification_protocol,protocols_sharing_info,Age,nationality,Gender,sector,Company Size,department,Years of Experience,questions,PROLIFIC_PID
80,2024-09-30 16:18:38,2024-09-30 16:29:22,IP Address,156.155.20.120,100,644,True,2024-09-30 16:29:23,R_2KpFMSuGsEGzbrT,-33.9672,25.5785,anonymous,EN,Yes,650ac282d9578d72800bf303,Knowledgeable,Very important,Yes,Often,Yes,"Two-factor authentication,Data backups,Anti-virus software,Employee training,Password Manager",,Extremely likely,Most of the time,Monthly,A lot,A moderate amount,A moderate amount,Somewhat adequate,Monthly,2,3,4,1,5,Weekly,Accuracy,No,I don't know,,,,,,Once a year,"No, I don't know where they are",Not very familiar,Neutral,5,4,1,3,2,Yes,Not sure,Sometimes,Yes,Yes,,Monthly,Very relevant,,Sometimes,Yes,Very confident,Every few months,"Yes, but only with my personal devices",Rarely,Rarely,No,No,Yes,Ignore,I don't know,No,Actively and randomly all the time,Yes,Yes,38,South African,Female,Non-Profit and NGOs,51-100,Operations & Supply Chain,more than 10 years,10 - 20 years,650ac282d9578d72800bf303
81,2024-09-30 16:18:17,2024-09-30 16:29:23,IP Address,41.150.32.12,100,666,True,2024-09-30 16:29:24,R_2fvjDIFRB8pFXrj,-26.2309,28.0583,anonymous,EN,Yes,66951edef3c8435688947b60,Knowledgeable,Very important,Yes,Always,Yes,"Data backups,Anti-virus software,Employee training",,Extremely likely,Most of the time,Monthly,A lot,A lot,A lot,Extremely adequate,Monthly,2,4,1,3,5,Monthly,Accuracy,Maybe,No,,,,,,Monthly or more frequently,"Yes, but I'm not sure of the exact location",Very familiar,"Yes, they are very effective",4,2,3,1,5,Yes,Yes,Sometimes,Yes,Yes,,Quarterly,Very relevant,Significantly,Moderately,Yes,Very confident,Monthly,"Yes, but only with my personal devices",Always,Often,No,Yes,No,Delete the message,Yes,Yes,Every 6 months,Yes,Yes,27,South African ,Female,Public Relations and Marketing,51-100,Human Resources & Administration,3-5 years,10 - 20 years,66951edef3c8435688947b60
82,2024-09-30 16:20:42,2024-09-30 16:29:26,IP Address,31.22.161.209,100,524,True,2024-09-30 16:29:27,R_2Sq5t4a80d19Bsi,38.731,-9.1373,anonymous,EN,Yes,66a8e6b74818e379114d93aa,Neutral,Slightly important,Yes,Always,Yes,"Encryption,Data backups,Password Manager",,Extremely likely,About half the time,Annually,A lot,A lot,A moderate amount,Neither adequate nor inadequate,Less frequently,3,1,4,2,5,Never,Accuracy,Yes,No,,,,,,Every 6 months,"Yes, but I'm not sure of the exact location",Very familiar,Neutral,4,5,2,3,1,No,,,,I Don't Know,"Yes, willingly",,,,,Yes,Very confident,Monthly,"Yes, but only with my personal devices",Always,Rarely,Yes,No,No,Delete the message,No,No,Never,No,No,25,Portuguese ,Female,Government and Public Sector,26-50,Other,less than 1 year,More than 20 years,66a8e6b74818e379114d93aa
83,2024-09-30 16:20:26,2024-09-30 16:29:33,IP Address,105.184.29.28,100,547,True,2024-09-30 16:29:34,R_2hZppe3CjshpMZt,-29.6177,30.3835,anonymous,EN,Yes,610b747563ed83265433ac09,Knowledgeable,Very important,Yes,Always,Yes,"Firewalls,Encryption,Two-factor authentication,Data backups,Anti-virus software,Employee training,Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Most of the time,Quarterly,A great deal,A great deal,A little,Somewhat adequate,Weekly,5,2,4,1,3,Daily,Integration with other tools,Maybe,No,,,,,,Every 6 months,"Yes, but I'm not sure of the exact location",Very familiar,Neutral,5,4,1,2,3,Yes,Yes,Always,Yes,Yes,,Quarterly,Relevant,Significantly,Moderately,Yes,Very confident,Only when forced,"Yes, but only with my personal devices",Often,Often,Yes,No,No,Delete the message,I don't know,Yes,I don't know,I don't know,I don't know,22,Zimbabwean,Male,Information Technology (IT),26-50,IT & Engineering,less than 1 year,5 - 10 years,610b747563ed83265433ac09
84,2024-09-30 16:19:59,2024-09-30 16:29:51,IP Address,41.76.101.202,100,591,True,2024-09-30 16:29:51,R_8fPqFpeKLVhzBxi,-26.2309,28.0583,anonymous,EN,Yes,65e1e2736280767de86d8a69,Knowledgeable,Extremely important,Yes,Always,Yes,"Firewalls,Encryption,Two-factor authentication,Data backups,Employee training,Virtual Private Network (VPN),Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Somewhat likely,Most of the time,Quarterly,A moderate amount,A lot,A lot,Somewhat adequate,Monthly,1,3,4,2,5,Weekly,Integration with other tools,Maybe,Yes,A little,A moderate amount,A little,False positives (i.e. harmless emails being identified as suspicious and being blocked),Recommendations from other businesses,Quarterly,"Yes, but I'm not sure of the exact location",Somewhat familiar,"Yes, they are very effective",4,5,2,1,3,Yes,Yes,Always,Yes,Yes,,Quarterly,Neutral,Slightly,Moderately,Yes,Very confident,Monthly,"No, only private networks",Often,Sometimes,No,Yes,No,Ignore,Yes,Yes,Every 6 months,Yes,Yes,22,South African,Female,Finance and Banking,26-50,Finance & Accounting,1-3 years,5 - 10 years,65e1e2736280767de86d8a69
85,2024-09-30 16:27:07,2024-09-30 16:29:51,IP Address,109.243.130.43,100,163,True,2024-09-30 16:29:52,R_2hiNzJ7sA89U6Dr,52.2229,20.9362,anonymous,EN,Yes,650a05d42ac1a544fe1b9937,Knowledgeable,Slightly important,I don't know,Often,Yes,"Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Somewhat likely,About half the time,I don't know,A lot,A moderate amount,A moderate amount,Neither adequate nor inadequate,Less frequently,1,3,4,2,5,Monthly,Accuracy,Yes,No,,,,,,Quarterly,"Yes, I know exactly where they are",Somewhat familiar,Neutral,3,5,4,1,2,No,,,,No,Only if mandatory,,,,,Not sure,Somewhat confident,Annually,"No, only private networks",Always,Sometimes,Yes,No,No,Ignore,No,No,Never,I don't know,I don't know,22,Polish,Male,Media and Entertainment,26-50,Product Development & R&D,less than 1 year,3 - 5 years,650a05d42ac1a544fe1b9937
86,2024-09-30 16:20:42,2024-09-30 16:29:59,IP Address,41.13.128.192,100,556,True,2024-09-30 16:29:59,R_8eyfJ7g6uZ5Zdyg,-29.8556,31.0449,anonymous,EN,Yes,66a3b686b9b37bcc67d24e0b,Very knowledgeable,Extremely important,Yes,Always,Yes,"Firewalls,Encryption,Two-factor authentication,Data backups,Anti-virus software,Employee training,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Most of the time,Monthly,A great deal,A lot,A lot,Extremely adequate,Weekly,2,1,5,3,4,Monthly,Accuracy,Maybe,No,,,,,,Monthly or more frequently,"Yes, I know exactly where they are",Very familiar,"Yes, they are very effective",4,2,3,1,5,Yes,Yes,Always,Yes,Yes,,Monthly,Very relevant,Significantly,Always,Yes,Very confident,Only when forced,"Yes, but only with my personal devices",Always,Often,No,Yes,Yes,Ignore,Yes,Yes,Actively and randomly all the time,Yes,Yes,28,south African,Male,Information Technology (IT),51-100,IT & Engineering,5-10 years,More than 20 years,66a3b686b9b37bcc67d24e0b
87,2024-09-30 16:21:09,2024-09-30 16:30:11,IP Address,197.88.233.212,100,541,True,2024-09-30 16:30:11,R_2lLjfB8QV0NNDGM,-33.91,18.4304,anonymous,EN,Yes,6672dbd7fa54ed50d89077fd,Very knowledgeable,Extremely important,,Often,Yes,"Firewalls,Encryption,Two-factor authentication,Virtual Private Network (VPN),Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,About half the time,Monthly,A great deal,A great deal,A great deal,Extremely adequate,Daily,,,,,,Daily,Accuracy,Yes,Yes,A great deal,A moderate amount,A moderate amount,False negatives (i.e. phishing emails appearing in your inbox),Proven track record of reliability,Monthly or more frequently,"Yes, I know exactly where they are",Very familiar,"Yes, they are very effective",,,,,,Yes,Yes,Always,Yes,Yes,,Monthly,Very relevant,Significantly,Always,Yes,Very confident,Monthly,"No, only private networks",Always,Rarely,No,No,No,Delete the message,Yes,Yes,Actively and randomly all the time,Yes,Yes,32,Colored,Male,Information Technology (IT),26-50,IT & Engineering,3-5 years,3 - 5 years,6672dbd7fa54ed50d89077fd
88,2024-09-30 16:17:40,2024-09-30 16:30:32,IP Address,41.116.56.14,100,772,True,2024-09-30 16:30:32,R_8lVKYexPuDiGJbM,-26.2309,28.0583,anonymous,EN,Yes,6159ba34127db31d09b8d366,Not very knowledgeable,Moderately important,No,Often,Yes,"Firewalls,Encryption,Two-factor authentication,Data backups,Anti-virus software,Employee training,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Somewhat likely,About half the time,I don't know,A moderate amount,A moderate amount,A little,Somewhat inadequate,Monthly,3,1,4,5,2,Daily,Ease of use,Yes,No,,,,,,Once a year,"No, I don't know where they are",Not very familiar,"No, they are not very effective",4,5,3,1,2,Yes,Yes,Rarely,No,No,Only if mandatory,Annually,,,,Yes,Somewhat confident,Monthly,"Yes, but only with my personal devices",Rarely,Sometimes,No,No,Yes,Ignore,I don't know,Yes,Never,I don't know,I don't know,27,South African,Male,Mining and Natural Resources,51-100,IT & Engineering,5-10 years,More than 20 years,6159ba34127db31d09b8d366
89,2024-09-30 16:21:59,2024-09-30 16:30:37,IP Address,105.245.122.177,100,518,True,2024-09-30 16:30:38,R_8icsMzjvDlmyd1L,-25.7599,28.2604,anonymous,EN,Yes,66b63a9ea3f352b577768675,Very knowledgeable,Very important,Yes,Always,Yes,"Encryption,Data backups,Anti-virus software,Virtual Private Network (VPN),Password Manager",,Extremely likely,Most of the time,Monthly,A moderate amount,A great deal,A great deal,Extremely adequate,Daily,4,2,5,1,3,Weekly,Speed,Maybe,No,,,,,,Monthly or more frequently,"Yes, I know exactly where they are",Neutral,"Yes, they are somewhat effective",2,3,4,1,5,Yes,Yes,Sometimes,Yes,Yes,,Monthly,Very relevant,Significantly,Always,Yes,Not very confident,Every few months,"Yes, but only with my personal devices",Often,Rarely,No,No,No,Ignore,Yes,Yes,Monthly,Yes,No,28,South Africa ,Female,Information Technology (IT),51-100,IT & Engineering,1-3 years,10 - 20 years,66b63a9ea3f352b577768675
90,2024-09-30 16:17:20,2024-09-30 16:30:49,IP Address,93.40.9.138,100,809,True,2024-09-30 16:30:49,R_87TpWIDHtOBG4fy,40.8769,14.1462,anonymous,EN,Yes,66927b30b9582c708f177fbf,Neutral,Slightly important,Yes,Always,Yes,"Firewalls,Data backups,Virtual Private Network (VPN),Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Somewhat unlikely,Sometimes,Biannually,A lot,A moderate amount,A moderate amount,Somewhat inadequate,Less frequently,2,4,3,1,5,Monthly,Ease of use,Yes,No,,,,,,Never,"Yes, but I'm not sure of the exact location",Not familiar at all,"Yes, they are somewhat effective",2,3,5,1,4,Yes,Yes,Often,Yes,Yes,,Annually,Relevant,Moderately,Sometimes,No,Very confident,Only when forced,"Yes, but only with my personal devices",Always,Sometimes,No,Yes,No,Delete the message,I don't know,I don't know,Once a year,Yes,Yes,22,Italy,Male,Information Technology (IT),100+,IT & Engineering,less than 1 year,3 - 5 years,66927b30b9582c708f177fbf
91,2024-09-30 16:16:42,2024-09-30 16:30:51,IP Address,102.66.208.254,100,849,True,2024-09-30 16:30:52,R_8C242mcEhyYz1Ay,-26.5849,27.8261,anonymous,EN,Yes,65e2025fc4de67d74ba271f2,Knowledgeable,Very important,Yes,Always,Yes,"Encryption,Two-factor authentication,Anti-virus software,Employee training,Password Manager",,Extremely likely,Always,Monthly,A great deal,A lot,A great deal,Somewhat adequate,Monthly,4,3,2,1,5,Weekly,Accuracy,Yes,Yes,A great deal,A little,A little,False positives (i.e. harmless emails being identified as suspicious and being blocked),Independent certifications of AI systems,Quarterly,"Yes, I know exactly where they are",Very familiar,"Yes, they are very effective",4,5,1,2,3,Yes,Yes,Often,Yes,Yes,,Quarterly,Relevant,Significantly,Always,Yes,Very confident,Every few months,"No, only private networks",Always,Sometimes,No,Yes,No,"Click the link, and investigate the root of the problem to Report it to IT or a supervisor",Yes,Yes,Actively and randomly all the time,Yes,Yes,23,South African,Female,Construction and Engineering,51-100,IT & Engineering,3-5 years,5 - 10 years,65e2025fc4de67d74ba271f2
92,2024-09-30 16:19:12,2024-09-30 16:30:57,IP Address,41.114.106.85,100,705,True,2024-09-30 16:30:58,R_2ceHQehdQYepkHE,-26.2309,28.0583,anonymous,EN,Yes,60ddce06d1556fd085432049,Not very knowledgeable,Not at all important,No,Always,Yes,"Two-factor authentication,Data backups,Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Somewhat unlikely,Never,Never,A little,A moderate amount,A lot,Extremely inadequate,Less frequently,2,3,4,5,1,Monthly,Ease of use,Maybe,No,,,,,,Never,"No, I've never seen them",Neutral,"Yes, they are somewhat effective",3,4,2,1,5,No,,,,No,"Yes, willingly",,,,,Yes,Somewhat confident,I don't update my passwords,"No, only private networks",Never,Sometimes,No,No,No,Ignore,I don't know,I don't know,Never,Yes,No,48,Nigerian,Male,Retail and E-commerce,2024-01-10 00:00:00,Sales & Marketing,5-10 years,10 - 20 years,60ddce06d1556fd085432049
93,2024-09-30 16:18:09,2024-09-30 16:31:03,IP Address,41.144.37.31,100,774,True,2024-09-30 16:31:04,R_2o1QxjdFfIM3zUB,-29.8556,31.0449,anonymous,EN,Yes,66b4c3b950de6b04c5aa6b7c,Neutral,Very important,Yes,Always,No,"Data backups,Anti-virus software",,Extremely likely,Sometimes,Quarterly,A great deal,A great deal,A great deal,Extremely adequate,Monthly,2,1,4,3,5,Monthly,Speed,Yes,No,,,,,,Every 6 months,"Yes, but I'm not sure of the exact location",Somewhat familiar,"Yes, they are very effective",1,3,5,2,4,Yes,Yes,Often,Yes,No,"Yes, willingly",Never,,,,Yes,Very confident,Only when forced,"Yes, but only with my personal devices",Always,Rarely,No,Yes,No,Delete the message,Yes,Yes,Monthly,Yes,Yes,29,Black,Female,Telecommunications,51-100,Customer Service & Support,1-3 years,5 - 10 years,66b4c3b950de6b04c5aa6b7c
94,2024-09-30 16:18:02,2024-09-30 16:31:12,IP Address,105.245.44.81,100,790,True,2024-09-30 16:31:12,R_8nBEPe857PcJq7j,-26.2309,28.0583,anonymous,EN,Yes,6101327737f1cdc226011570,Neutral,Moderately important,Yes,Often,Yes,"Firewalls,Data backups,Anti-virus software,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Somewhat likely,Sometimes,Annually,A lot,A moderate amount,A little,Somewhat inadequate,Less frequently,3,1,2,4,5,Weekly,Accuracy,Yes,No,,,,,,Once a year,"Yes, but I'm not sure of the exact location",Somewhat familiar,Neutral,4,5,2,1,3,No,,,,No,"Yes, willingly",,,,,Yes,Somewhat confident,Only when forced,"Yes, but only with my personal devices",Often,Often,Yes,No,Yes,Ignore,No,No,Never,No,Yes,55,South African,Female,Non-Profit and NGOs,2024-01-10 00:00:00,Sales & Marketing,5-10 years,5 - 10 years,6101327737f1cdc226011570
95,2024-09-30 16:20:15,2024-09-30 16:31:15,IP Address,154.117.137.18,100,660,True,2024-09-30 16:31:16,R_2NFcYeGwotCLU9v,-34.0486,18.4811,anonymous,EN,Yes,612f689ce22db566d4f2a0bb,Neutral,Moderately important,Yes,Sometimes,Not sure,"Firewalls,Data backups,Anti-virus software,Password Manager",,Extremely likely,About half the time,Annually,A moderate amount,A moderate amount,A lot,Somewhat adequate,Less frequently,2,3,5,4,1,Monthly,Accuracy,Yes,I don't know,,,,,,Quarterly,"Yes, I know exactly where they are",Not very familiar,"Yes, they are somewhat effective",3,5,1,2,4,Yes,Yes,Often,Yes,I Don't Know,"Yes, willingly",Quarterly,,,,No,Somewhat confident,Annually,"Yes, but only with my personal devices",Sometimes,Often,No,No,No,Ignore,No,Yes,I don't know,No,Yes,22,South African,Female,Education,100+,Other,1-3 years,10 - 20 years,612f689ce22db566d4f2a0bb
96,2024-09-30 16:19:33,2024-09-30 16:31:17,IP Address,213.172.155.187,100,703,True,2024-09-30 16:31:18,R_8c2ugQDkriUqgJv,-33.6511,19.4322,anonymous,EN,Yes,66b8c106cc43c649a591c139,Neutral,Moderately important,I don't know,Always,Yes,"Firewalls,Data backups,Anti-virus software,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Somewhat likely,Sometimes,I don't know,A lot,A lot,A moderate amount,Somewhat adequate,Monthly,1,4,3,5,2,Weekly,Accuracy,No,I don't know,,,,,,Every 6 months,"Yes, but I'm not sure of the exact location",Somewhat familiar,"Yes, they are somewhat effective",5,4,2,3,1,Yes,Yes,Always,Yes,Yes,,Annually,Very relevant,Moderately,Moderately,Yes,Somewhat confident,Monthly,"Yes, but only with my personal devices",Often,Rarely,No,No,No,Ignore,No,Yes,Every 6 months,I don't know,I don't know,52,South African,Female,Environmental Services,51-100,Other,3-5 years,More than 20 years,66b8c106cc43c649a591c139
97,2024-09-30 16:21:13,2024-09-30 16:31:21,IP Address,99.233.58.168,100,608,True,2024-09-30 16:31:22,R_65T8UR4667cOZuz,44.4006,-79.6676,anonymous,EN,Yes,66841640ece828f71e0d38d0,Neutral,Not at all important,I don't know,Sometimes,Yes,"Firewalls,Encryption,Two-factor authentication",,Somewhat likely,Sometimes,Annually,A moderate amount,A little,A moderate amount,Somewhat adequate,Weekly,5,1,3,2,4,Weekly,Ease of use,Yes,No,,,,,,Once a year,"No, I don't know where they are",Not very familiar,"Yes, they are somewhat effective",4,5,3,1,2,No,,,,No,"Yes, willingly",,,,,Yes,Somewhat confident,Only when forced,"Yes, but only with my personal devices",Sometimes,Rarely,Yes,No,No,Delete the message,No,No,Never,No,No,41,Canadian,Male,Hospitality,26-50,Other,more than 10 years,More than 20 years,66841640ece828f71e0d38d0
98,2024-09-30 16:17:38,2024-09-30 16:31:22,IP Address,102.216.154.36,100,824,True,2024-09-30 16:31:23,R_8KQwHcdsGik8JaN,-1.2841,36.8155,anonymous,EN,Yes,664c7f8d5a2b5a70d8c6f574,Neutral,Moderately important,No,Always,Yes,"Firewalls,Two-factor authentication,Data backups,Anti-virus software,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,About half the time,Annually,A great deal,A moderate amount,A moderate amount,Somewhat adequate,Monthly,3,1,2,4,5,Weekly,Ease of use,Yes,No,,,,,,Every 6 months,"Yes, I know exactly where they are",Very familiar,"Yes, they are somewhat effective",3,4,1,2,5,Yes,Yes,Always,Yes,Yes,,Quarterly,Relevant,Significantly,Moderately,Yes,Very confident,Monthly,"Yes, but only with my personal devices",Often,Rarely,No,No,No,Delete the message,I don't know,Yes,Never,Yes,Yes,32,Kenyan,Female,Information Technology (IT),2024-11-25 00:00:00,IT & Engineering,1-3 years,3 - 5 years,664c7f8d5a2b5a70d8c6f574
99,2024-09-30 16:18:17,2024-09-30 16:31:32,IP Address,78.10.111.23,100,795,True,2024-09-30 16:31:32,R_2Q0JD7RoAAOnGKZ,51.1253,17.0432,anonymous,EN,Yes,66bcb5f17e80c39628652bff,Not knowledgeable at all,Very important,I don't know,Sometimes,Yes,Data backups,,Extremely likely,Sometimes,I don't know,A moderate amount,A lot,A lot,Somewhat inadequate,Less frequently,3,4,5,1,2,Monthly,Integration with other tools,Yes,I don't know,,,,,,Once a year,"No, I don't know where they are",Somewhat familiar,"Yes, they are somewhat effective",3,4,1,2,5,Yes,Yes,Often,Yes,Yes,,Monthly,Relevant,Moderately,Sometimes,Yes,Neutral,Annually,"No, only private networks",Always,Sometimes,Yes,Yes,No,Ignore,I don't know,Yes,I don't know,Yes,Yes,22,turkish,Male,Information Technology (IT),26-50,IT & Engineering,less than 1 year,Less than 1 year,66bcb5f17e80c39628652bff
100,2024-09-30 16:20:06,2024-09-30 16:31:34,IP Address,197.245.247.202,100,688,True,2024-09-30 16:31:34,R_8PeKf5Avlk3JFg5,-26.2198,28.251,anonymous,EN,Yes,60faab394a1729764adb9a29,Not very knowledgeable,Not at all important,No,Often,Yes,"Firewalls,Two-factor authentication,Anti-virus software,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Somewhat unlikely,Never,Never,A lot,A moderate amount,A little,Somewhat inadequate,Less frequently,4,2,1,3,5,Rarely,Cost,Maybe,No,,,,,,Never,"No, I don't know where they are",Not familiar at all,"No, they are not very effective",4,5,2,3,1,No,,,,No,"Yes, willingly",,,,,Yes,Somewhat confident,Every few months,"Yes, but only with my personal devices",Often,Rarely,Yes,No,Yes,Ignore,No,No,Never,No,No,48,South Africa,Female,Consulting and Professional Services,2024-01-10 00:00:00,Other,more than 10 years,5 - 10 years,60faab394a1729764adb9a29
101,2024-09-30 16:17:26,2024-09-30 16:31:34,IP Address,105.245.101.99,100,848,True,2024-09-30 16:31:35,R_8EQ9yeRuq4796lX,-25.7599,28.2604,anonymous,EN,Yes,615165489a2023da685dfc4f,Knowledgeable,Slightly important,Yes,Always,Yes,"Encryption,Data backups,Anti-virus software,Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Somewhat likely,Sometimes,Quarterly,A moderate amount,A lot,A lot,Somewhat inadequate,Monthly,1,2,3,4,5,Monthly,Integration with other tools,Yes,Yes,A lot,A moderate amount,A moderate amount,False positives (i.e. harmless emails being identified as suspicious and being blocked),Independent certifications of AI systems,Once a year,"Yes, but I'm not sure of the exact location",Neutral,"Yes, they are somewhat effective",3,5,4,1,2,Yes,Yes,Often,Yes,Yes,,Annually,Neutral,Slightly,Sometimes,Yes,Neutral,Only when forced,"Yes, but only with my personal devices",Sometimes,Sometimes,Yes,No,Yes,"Click the link, and investigate the root of the problem to Report it to IT or a supervisor",Yes,Yes,Every 6 months,Yes,Yes,28,SOUTH AFRICAN,Male,Chemical Industry,51-100,Other,1-3 years,5 - 10 years,615165489a2023da685dfc4f
102,2024-09-30 16:21:22,2024-09-30 16:31:37,IP Address,105.245.12.33,100,614,True,2024-09-30 16:31:37,R_2QElGAmgsKf4UXH,-26.2309,28.0583,anonymous,EN,Yes,64e905e3eea5a5ce019a1f88,Neutral,Slightly important,Yes,Rarely,Yes,"Anti-virus software,Virtual Private Network (VPN),Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Somewhat likely,Most of the time,Monthly,A moderate amount,A moderate amount,A moderate amount,Neither adequate nor inadequate,Monthly,1,2,3,4,5,Monthly,Accuracy,Maybe,Yes,A great deal,A moderate amount,A moderate amount,False positives (i.e. harmless emails being identified as suspicious and being blocked),Transparency in how AI works,Quarterly,"Yes, I know exactly where they are",Somewhat familiar,"Yes, they are somewhat effective",1,2,3,4,5,Yes,Yes,Often,Yes,No,"Yes, willingly",Quarterly,,,,Yes,Neutral,Annually,"Yes, with all my devices",Sometimes,Sometimes,Yes,Yes,Yes,Ignore,I don't know,No,Monthly,No,No,24,South Africa ,Male,Finance and Banking,100+,Finance & Accounting,1-3 years,10 - 20 years,64e905e3eea5a5ce019a1f88
103,2024-09-30 16:21:28,2024-09-30 16:31:38,IP Address,102.66.209.98,100,609,True,2024-09-30 16:31:38,R_2ml5zxfB54JMOQX,-26.5849,27.8261,anonymous,EN,Yes,66a7947c9f5b84c448a8d25a,Knowledgeable,Extremely important,Yes,Always,Yes,"Firewalls,Encryption,Two-factor authentication,Data backups,Anti-virus software,Secure Password (E.g: Pm8QjZF1Dcj2Dmx),Other",Not using public networks for work,Extremely likely,Most of the time,Monthly,A great deal,A moderate amount,A moderate amount,Extremely adequate,Monthly,5,1,2,4,3,Monthly,Accuracy,Yes,Yes,A great deal,A great deal,A lot,False negatives (i.e. phishing emails appearing in your inbox),Proven track record of reliability,Never,"Yes, I know exactly where they are",Very familiar,"Yes, they are somewhat effective",5,4,1,2,3,No,,,,No,"Yes, willingly",,,,,Yes,Very confident,Only when forced,"No, only private networks",Always,Always,No,No,Yes,Delete the message,No,No,Never,Yes,Yes,21,South Africa,Male,Finance and Banking,2024-01-10 00:00:00,Finance & Accounting,3-5 years,3 - 5 years,66a7947c9f5b84c448a8d25a
104,2024-09-30 16:19:16,2024-09-30 16:31:43,IP Address,41.216.202.45,100,746,True,2024-09-30 16:31:43,R_8kMa7NYxu7fD42O,-26.2309,28.0583,anonymous,EN,Yes,65e09dacd1dfdae1258c0f20,Knowledgeable,Extremely important,Yes,Always,Yes,"Firewalls,Encryption,Two-factor authentication,Data backups,Anti-virus software,Employee training,Virtual Private Network (VPN),Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Always,Monthly,A great deal,A great deal,A great deal,Extremely adequate,Weekly,4,3,2,1,5,Weekly,Accuracy,Yes,Yes,A great deal,A moderate amount,A moderate amount,False positives (i.e. harmless emails being identified as suspicious and being blocked),Transparency in how AI works,Every 6 months,"Yes, I know exactly where they are",Very familiar,"Yes, they are very effective",5,2,1,4,3,Yes,Yes,Often,Yes,Yes,,Quarterly,Very relevant,Significantly,Always,Yes,Very confident,Monthly,"Yes, but only with my personal devices",Always,Always,No,No,No,Delete the message,Yes,Yes,Actively and randomly all the time,Yes,Yes,31,South African,Female,Telecommunications,100+,Customer Service & Support,5-10 years,More than 20 years,65e09dacd1dfdae1258c0f20
105,2024-09-30 16:18:06,2024-09-30 16:31:44,IP Address,41.121.71.241,100,818,True,2024-09-30 16:31:45,R_2BOUIE46YdwHEkm,-25.7599,28.2604,anonymous,EN,Yes,66cf204f13fa5755106ccb83,Knowledgeable,Extremely important,Yes,Always,,"Firewalls,Encryption,Two-factor authentication,Data backups,Anti-virus software,Employee training,Virtual Private Network (VPN)",,Extremely likely,Most of the time,Monthly,A great deal,A great deal,A lot,Somewhat adequate,Monthly,5,4,2,1,3,Daily,Accuracy,Yes,No,,,,,,Quarterly,"Yes, I know exactly where they are",Very familiar,"Yes, they are very effective",4,5,1,2,3,Yes,Yes,Sometimes,Yes,Yes,,Monthly,Very relevant,Moderately,Moderately,Yes,Very confident,Monthly,"Yes, with all my devices",Always,Often,No,Yes,No,Ignore,Yes,Yes,Every 6 months,Yes,Yes,24,South African,Male,Manufacturing,100+,Product Development & R&D,1-3 years,More than 20 years,66cf204f13fa5755106ccb83
